image_id,image_file,pts_file,dataset_type,train_type,face_rect_x1,face_rect_y1,face_rect_x2,face_rect_y2,landmarks_in_bbox
aflw__face_42278,aflw__face_42278.jpg,aflw__face_42278.pts,Menpo,train,19.0,143.0,161.0,-1.0,68.0
aflw__face_42280,aflw__face_42280.jpg,aflw__face_42280.pts,Menpo,train,39.0,105.0,121.0,22.0,68.0
aflw__face_42282,aflw__face_42282.jpg,aflw__face_42282.pts,Menpo,train,40.0,119.0,139.0,20.0,68.0
aflw__face_42283,aflw__face_42283.jpg,aflw__face_42283.pts,Menpo,train,57.0,220.0,263.0,14.0,68.0
aflw__face_42284,aflw__face_42284.jpg,aflw__face_42284.pts,Menpo,train,68.0,282.0,316.0,34.0,68.0
aflw__face_42287,aflw__face_42287.jpg,aflw__face_42287.pts,Menpo,train,34.0,248.0,282.0,0.0,68.0
aflw__face_42288,aflw__face_42288.jpg,aflw__face_42288.pts,Menpo,train,58.0,207.0,231.0,35.0,68.0
aflw__face_42289,aflw__face_42289.jpg,aflw__face_42289.pts,Menpo,train,75.0,357.0,431.0,1.0,68.0
aflw__face_42291,aflw__face_42291.jpg,aflw__face_42291.pts,Menpo,train,68.0,265.0,316.0,17.0,68.0
aflw__face_42293,aflw__face_42293.jpg,aflw__face_42293.pts,Menpo,train,524.0,1853.0,2364.0,13.0,68.0
aflw__face_42294,aflw__face_42294.jpg,aflw__face_42294.pts,Menpo,train,189.0,954.0,1077.0,66.0,68.0
aflw__face_42299,aflw__face_42299.jpg,aflw__face_42299.pts,Menpo,train,62.0,339.0,359.0,42.0,68.0
aflw__face_42302,aflw__face_42302.jpg,aflw__face_42302.pts,Menpo,train,60.0,430.0,489.0,1.0,68.0
aflw__face_42306,aflw__face_42306.jpg,aflw__face_42306.pts,Menpo,train,21.0,99.0,104.0,16.0,68.0
aflw__face_42307,aflw__face_42307.jpg,aflw__face_42307.pts,Menpo,train,80.0,1071.0,1145.0,6.0,68.0
aflw__face_42308,aflw__face_42308.jpg,aflw__face_42308.pts,Menpo,train,46.0,207.0,219.0,35.0,68.0
aflw__face_42309,aflw__face_42309.jpg,aflw__face_42309.pts,Menpo,train,108.0,516.0,622.0,2.0,68.0
aflw__face_42310,aflw__face_42310.jpg,aflw__face_42310.pts,Menpo,train,49.0,163.0,191.0,19.0,68.0
aflw__face_42311,aflw__face_42311.jpg,aflw__face_42311.pts,Menpo,train,19.0,143.0,161.0,-1.0,68.0
aflw__face_42312,aflw__face_42312.jpg,aflw__face_42312.pts,Menpo,train,19.0,105.0,118.0,6.0,68.0
aflw__face_42314,aflw__face_42314.jpg,aflw__face_42314.pts,Menpo,train,1.0,332.0,357.0,-23.0,68.0
aflw__face_42315,aflw__face_42315.jpg,aflw__face_42315.pts,Menpo,train,51.0,265.0,299.0,17.0,68.0
aflw__face_42316,aflw__face_42316.jpg,aflw__face_42316.pts,Menpo,train,70.0,219.0,243.0,47.0,68.0
aflw__face_42317,aflw__face_42317.jpg,aflw__face_42317.pts,Menpo,train,144.0,444.0,658.0,-69.0,68.0
aflw__face_42318,aflw__face_42318.jpg,aflw__face_42318.pts,Menpo,train,-138.0,2224.0,2070.0,16.0,68.0
aflw__face_42320,aflw__face_42320.jpg,aflw__face_42320.pts,Menpo,train,116.0,1756.0,1649.0,223.0,68.0
aflw__face_42324,aflw__face_42324.jpg,aflw__face_42324.pts,Menpo,train,131.0,705.0,747.0,88.0,68.0
aflw__face_42325,aflw__face_42325.jpg,aflw__face_42325.pts,Menpo,train,73.0,587.0,587.0,73.0,68.0
aflw__face_42328,aflw__face_42328.jpg,aflw__face_42328.pts,Menpo,train,-39.0,504.0,576.0,-180.0,68.0
aflw__face_42329,aflw__face_42329.jpg,aflw__face_42329.pts,Menpo,train,58.0,219.0,231.0,47.0,68.0
aflw__face_42341,aflw__face_42341.jpg,aflw__face_42341.pts,Menpo,train,33.0,119.0,132.0,20.0,68.0
aflw__face_42343,aflw__face_42343.jpg,aflw__face_42343.pts,Menpo,train,27.0,99.0,110.0,16.0,68.0
aflw__face_42344,aflw__face_42344.jpg,aflw__face_42344.pts,Menpo,train,158.0,743.0,897.0,4.0,68.0
aflw__face_42345,aflw__face_42345.jpg,aflw__face_42345.pts,Menpo,train,46.0,195.0,219.0,23.0,68.0
aflw__face_42346,aflw__face_42346.jpg,aflw__face_42346.pts,Menpo,train,100.0,407.0,456.0,51.0,68.0
aflw__face_42351,aflw__face_42351.jpg,aflw__face_42351.pts,Menpo,train,474.0,2531.0,2684.0,321.0,68.0
aflw__face_42354,aflw__face_42354.jpg,aflw__face_42354.pts,Menpo,train,158.0,743.0,897.0,4.0,68.0
aflw__face_42356,aflw__face_42356.jpg,aflw__face_42356.pts,Menpo,train,251.0,954.0,1138.0,66.0,68.0
aflw__face_42357,aflw__face_42357.jpg,aflw__face_42357.pts,Menpo,train,251.0,954.0,1138.0,66.0,68.0
aflw__face_42362,aflw__face_42362.jpg,aflw__face_42362.pts,Menpo,train,-20.0,318.0,276.0,21.0,68.0
aflw__face_42364,aflw__face_42364.jpg,aflw__face_42364.pts,Menpo,train,11.0,195.0,183.0,23.0,68.0
aflw__face_42369,aflw__face_42369.jpg,aflw__face_42369.pts,Menpo,train,46.0,172.0,219.0,0.0,68.0
aflw__face_42371,aflw__face_42371.jpg,aflw__face_42371.pts,Menpo,train,58.0,207.0,231.0,35.0,68.0
aflw__face_42373,aflw__face_42373.jpg,aflw__face_42373.pts,Menpo,train,37.0,516.0,551.0,2.0,68.0
aflw__face_42376,aflw__face_42376.jpg,aflw__face_42376.pts,Menpo,train,363.0,1375.0,1640.0,97.0,68.0
aflw__face_42379,aflw__face_42379.jpg,aflw__face_42379.pts,Menpo,train,46.0,184.0,219.0,11.0,68.0
aflw__face_42380,aflw__face_42380.jpg,aflw__face_42380.pts,Menpo,train,85.0,282.0,333.0,34.0,68.0
aflw__face_42382,aflw__face_42382.jpg,aflw__face_42382.pts,Menpo,train,-48.0,382.0,307.0,26.0,68.0
aflw__face_42387,aflw__face_42387.jpg,aflw__face_42387.pts,Menpo,train,51.0,265.0,299.0,17.0,68.0
aflw__face_42388,aflw__face_42388.jpg,aflw__face_42388.pts,Menpo,train,85.0,249.0,291.0,43.0,68.0
aflw__face_42392,aflw__face_42392.jpg,aflw__face_42392.pts,Menpo,train,209.0,846.0,948.0,107.0,68.0
aflw__face_42394,aflw__face_42394.jpg,aflw__face_42394.pts,Menpo,train,57.0,220.0,263.0,14.0,68.0
aflw__face_42395,aflw__face_42395.jpg,aflw__face_42395.pts,Menpo,train,83.0,297.0,379.0,1.0,68.0
aflw__face_42397,aflw__face_42397.jpg,aflw__face_42397.pts,Menpo,train,69.0,173.0,211.0,29.0,68.0
aflw__face_42401,aflw__face_42401.jpg,aflw__face_42401.pts,Menpo,train,62.0,318.0,359.0,21.0,68.0
aflw__face_42402,aflw__face_42402.jpg,aflw__face_42402.pts,Menpo,train,18.0,77.0,86.0,9.0,68.0
aflw__face_42411,aflw__face_42411.jpg,aflw__face_42411.pts,Menpo,train,29.0,153.0,171.0,9.0,68.0
aflw__face_42412,aflw__face_42412.jpg,aflw__face_42412.pts,Menpo,train,42.0,220.0,248.0,14.0,68.0
aflw__face_42417,aflw__face_42417.jpg,aflw__face_42417.pts,Menpo,train,41.0,318.0,338.0,21.0,68.0
aflw__face_42418,aflw__face_42418.jpg,aflw__face_42418.pts,Menpo,train,103.0,359.0,400.0,62.0,68.0
aflw__face_42421,aflw__face_42421.jpg,aflw__face_42421.pts,Menpo,train,-47.0,743.0,691.0,4.0,68.0
aflw__face_42422,aflw__face_42422.jpg,aflw__face_42422.pts,Menpo,train,90.0,519.0,518.0,90.0,68.0
aflw__face_42426,aflw__face_42426.jpg,aflw__face_42426.pts,Menpo,train,21.0,93.0,104.0,10.0,68.0
aflw__face_42429,aflw__face_42429.jpg,aflw__face_42429.pts,Menpo,train,131.0,705.0,747.0,88.0,68.0
aflw__face_42430,aflw__face_42430.jpg,aflw__face_42430.pts,Menpo,train,57.0,177.0,263.0,-28.0,68.0
aflw__face_42431,aflw__face_42431.jpg,aflw__face_42431.pts,Menpo,train,28.0,220.0,234.0,14.0,68.0
aflw__face_42434,aflw__face_42434.jpg,aflw__face_42434.pts,Menpo,train,46.0,184.0,219.0,11.0,68.0
aflw__face_42437,aflw__face_42437.jpg,aflw__face_42437.pts,Menpo,train,62.0,318.0,359.0,21.0,68.0
aflw__face_42438,aflw__face_42438.jpg,aflw__face_42438.pts,Menpo,train,62.0,318.0,359.0,21.0,68.0
aflw__face_42440,aflw__face_42440.jpg,aflw__face_42440.pts,Menpo,train,209.0,519.0,637.0,90.0,68.0
aflw__face_42441,aflw__face_42441.jpg,aflw__face_42441.pts,Menpo,train,26.0,119.0,125.0,20.0,68.0
aflw__face_42444,aflw__face_42444.jpg,aflw__face_42444.pts,Menpo,train,260.0,897.0,999.0,158.0,68.0
aflw__face_42445,aflw__face_42445.jpg,aflw__face_42445.pts,Menpo,train,374.0,1139.0,1262.0,251.0,68.0
aflw__face_42446,aflw__face_42446.jpg,aflw__face_42446.pts,Menpo,train,83.0,339.0,379.0,42.0,68.0
aflw__face_42448,aflw__face_42448.jpg,aflw__face_42448.pts,Menpo,train,58.0,195.0,231.0,23.0,68.0
aflw__face_42449,aflw__face_42449.jpg,aflw__face_42449.pts,Menpo,train,216.0,747.0,833.0,131.0,68.0
aflw__face_42450,aflw__face_42450.jpg,aflw__face_42450.pts,Menpo,train,49.0,173.0,191.0,29.0,68.0
aflw__face_42452,aflw__face_42452.jpg,aflw__face_42452.pts,Menpo,train,1.0,407.0,357.0,51.0,68.0
aflw__face_42456,aflw__face_42456.jpg,aflw__face_42456.pts,Menpo,train,45.0,619.0,661.0,3.0,68.0
aflw__face_42457,aflw__face_42457.jpg,aflw__face_42457.pts,Menpo,train,106.0,743.0,845.0,4.0,68.0
aflw__face_42459,aflw__face_42459.jpg,aflw__face_42459.pts,Menpo,train,322.0,2224.0,2530.0,16.0,68.0
aflw__face_42460,aflw__face_42460.jpg,aflw__face_42460.pts,Menpo,train,21.0,318.0,317.0,21.0,68.0
aflw__face_42466,aflw__face_42466.jpg,aflw__face_42466.pts,Menpo,train,57.0,234.0,263.0,28.0,68.0
aflw__face_42467,aflw__face_42467.jpg,aflw__face_42467.pts,Menpo,train,396.0,2109.0,2236.0,267.0,68.0
aflw__face_42469,aflw__face_42469.jpg,aflw__face_42469.pts,Menpo,train,0.0,318.0,297.0,21.0,68.0
aflw__face_42470,aflw__face_42470.jpg,aflw__face_42470.pts,Menpo,train,106.0,897.0,845.0,158.0,68.0
aflw__face_42473,aflw__face_42473.jpg,aflw__face_42473.pts,Menpo,train,90.0,370.0,518.0,-57.0,68.0
aflw__face_42474,aflw__face_42474.jpg,aflw__face_42474.pts,Menpo,train,32.0,143.0,151.0,24.0,68.0
aflw__face_42477,aflw__face_42477.jpg,aflw__face_42477.pts,Menpo,train,41.0,297.0,338.0,1.0,68.0
aflw__face_42482,aflw__face_42482.jpg,aflw__face_42482.pts,Menpo,train,-48.0,332.0,307.0,-23.0,68.0
aflw__face_42483,aflw__face_42483.jpg,aflw__face_42483.pts,Menpo,train,29.0,143.0,171.0,-1.0,68.0
aflw__face_42485,aflw__face_42485.jpg,aflw__face_42485.pts,Menpo,train,50.0,382.0,406.0,26.0,68.0
aflw__face_42486,aflw__face_42486.jpg,aflw__face_42486.pts,Menpo,train,174.0,662.0,790.0,46.0,68.0
aflw__face_42488,aflw__face_42488.jpg,aflw__face_42488.pts,Menpo,train,103.0,359.0,400.0,62.0,68.0
aflw__face_42491,aflw__face_42491.jpg,aflw__face_42491.pts,Menpo,train,100.0,407.0,456.0,51.0,68.0
aflw__face_42492,aflw__face_42492.jpg,aflw__face_42492.pts,Menpo,train,19.0,163.0,161.0,19.0,68.0
aflw__face_42494,aflw__face_42494.jpg,aflw__face_42494.pts,Menpo,train,216.0,747.0,833.0,131.0,68.0
aflw__face_42495,aflw__face_42495.jpg,aflw__face_42495.pts,Menpo,train,46.0,219.0,219.0,47.0,68.0
aflw__face_42496,aflw__face_42496.jpg,aflw__face_42496.pts,Menpo,train,103.0,359.0,400.0,62.0,68.0
aflw__face_42498,aflw__face_42498.jpg,aflw__face_42498.pts,Menpo,train,13.0,72.0,81.0,4.0,68.0
aflw__face_42501,aflw__face_42501.jpg,aflw__face_42501.pts,Menpo,train,51.0,299.0,299.0,51.0,68.0
aflw__face_42502,aflw__face_42502.jpg,aflw__face_42502.pts,Menpo,train,48.0,152.0,168.0,32.0,68.0
aflw__face_42504,aflw__face_42504.jpg,aflw__face_42504.pts,Menpo,train,169.0,2531.0,2377.0,321.0,68.0
aflw__face_42509,aflw__face_42509.jpg,aflw__face_42509.pts,Menpo,train,42.0,220.0,248.0,14.0,68.0
aflw__face_42510,aflw__face_42510.jpg,aflw__face_42510.pts,Menpo,train,312.0,897.0,1051.0,158.0,68.0
aflw__face_42511,aflw__face_42511.jpg,aflw__face_42511.pts,Menpo,train,68.0,265.0,316.0,17.0,68.0
aflw__face_42516,aflw__face_42516.jpg,aflw__face_42516.pts,Menpo,train,2.0,705.0,619.0,88.0,68.0
aflw__face_42517,aflw__face_42517.jpg,aflw__face_42517.pts,Menpo,train,42.0,220.0,248.0,14.0,68.0
aflw__face_42518,aflw__face_42518.jpg,aflw__face_42518.pts,Menpo,train,34.0,299.0,282.0,51.0,68.0
aflw__face_42520,aflw__face_42520.jpg,aflw__face_42520.pts,Menpo,train,140.0,2109.0,1980.0,267.0,68.0
aflw__face_42521,aflw__face_42521.jpg,aflw__face_42521.pts,Menpo,train,57.0,234.0,263.0,28.0,68.0
aflw__face_42524,aflw__face_42524.jpg,aflw__face_42524.pts,Menpo,train,215.0,623.0,729.0,109.0,68.0
aflw__face_42525,aflw__face_42525.jpg,aflw__face_42525.pts,Menpo,train,45.0,619.0,661.0,3.0,68.0
aflw__face_42528,aflw__face_42528.jpg,aflw__face_42528.pts,Menpo,train,27.0,93.0,110.0,10.0,68.0
aflw__face_42531,aflw__face_42531.jpg,aflw__face_42531.pts,Menpo,train,59.0,183.0,201.0,39.0,68.0
aflw__face_42533,aflw__face_42533.jpg,aflw__face_42533.pts,Menpo,train,23.0,83.0,91.0,12.0,68.0
aflw__face_42538,aflw__face_42538.jpg,aflw__face_42538.pts,Menpo,train,57.0,234.0,263.0,28.0,68.0
aflw__face_42539,aflw__face_42539.jpg,aflw__face_42539.pts,Menpo,train,260.0,846.0,999.0,107.0,68.0
aflw__face_42542,aflw__face_42542.jpg,aflw__face_42542.pts,Menpo,train,94.0,219.0,267.0,47.0,68.0
aflw__face_42543,aflw__face_42543.jpg,aflw__face_42543.pts,Menpo,train,48.0,143.0,168.0,24.0,68.0
aflw__face_42544,aflw__face_42544.jpg,aflw__face_42544.pts,Menpo,train,85.0,249.0,291.0,43.0,68.0
aflw__face_42549,aflw__face_42549.jpg,aflw__face_42549.pts,Menpo,train,34.0,184.0,207.0,11.0,68.0
aflw__face_42550,aflw__face_42550.jpg,aflw__face_42550.pts,Menpo,train,88.0,576.0,704.0,-39.0,68.0
aflw__face_42551,aflw__face_42551.jpg,aflw__face_42551.pts,Menpo,train,158.0,795.0,897.0,55.0,68.0
aflw__face_42556,aflw__face_42556.jpg,aflw__face_42556.pts,Menpo,train,90.0,349.0,518.0,-126.0,68.0
aflw__face_42558,aflw__face_42558.jpg,aflw__face_42558.pts,Menpo,train,46.0,207.0,219.0,35.0,68.0
aflw__face_42559,aflw__face_42559.jpg,aflw__face_42559.pts,Menpo,train,68.0,299.0,316.0,51.0,68.0
aflw__face_42560,aflw__face_42560.jpg,aflw__face_42560.pts,Menpo,train,209.0,897.0,948.0,158.0,68.0
aflw__face_42567,aflw__face_42567.jpg,aflw__face_42567.pts,Menpo,train,51.0,213.0,299.0,-34.0,68.0
aflw__face_42568,aflw__face_42568.jpg,aflw__face_42568.pts,Menpo,train,51.0,230.0,299.0,-16.0,68.0
aflw__face_42569,aflw__face_42569.jpg,aflw__face_42569.pts,Menpo,train,34.0,299.0,282.0,51.0,68.0
aflw__face_42574,aflw__face_42574.jpg,aflw__face_42574.pts,Menpo,train,96.0,1641.0,1374.0,363.0,68.0
aflw__face_42576,aflw__face_42576.jpg,aflw__face_42576.pts,Menpo,train,154.0,1145.0,1218.0,80.0,68.0
aflw__face_42581,aflw__face_42581.jpg,aflw__face_42581.pts,Menpo,train,21.0,241.0,317.0,-87.0,68.0
aflw__face_42582,aflw__face_42582.jpg,aflw__face_42582.pts,Menpo,train,103.0,297.0,400.0,1.0,68.0
aflw__face_42583,aflw__face_42583.jpg,aflw__face_42583.pts,Menpo,train,62.0,297.0,359.0,1.0,68.0
aflw__face_42585,aflw__face_42585.jpg,aflw__face_42585.pts,Menpo,train,46.0,195.0,219.0,23.0,68.0
aflw__face_42586,aflw__face_42586.jpg,aflw__face_42586.pts,Menpo,train,376.0,1071.0,1440.0,6.0,68.0
aflw__face_42587,aflw__face_42587.jpg,aflw__face_42587.pts,Menpo,train,85.0,282.0,333.0,34.0,68.0
aflw__face_42589,aflw__face_42589.jpg,aflw__face_42589.pts,Menpo,train,51.0,265.0,299.0,17.0,68.0
aflw__face_42591,aflw__face_42591.jpg,aflw__face_42591.pts,Menpo,train,100.0,357.0,456.0,1.0,68.0
aflw__face_42592,aflw__face_42592.jpg,aflw__face_42592.pts,Menpo,train,28.0,234.0,234.0,28.0,68.0
aflw__face_42594,aflw__face_42594.jpg,aflw__face_42594.pts,Menpo,train,39.0,153.0,181.0,9.0,68.0
aflw__face_42595,aflw__face_42595.jpg,aflw__face_42595.pts,Menpo,train,49.0,173.0,191.0,29.0,68.0
aflw__face_42597,aflw__face_42597.jpg,aflw__face_42597.pts,Menpo,train,57.0,168.0,263.0,-62.0,68.0
aflw__face_42599,aflw__face_42599.jpg,aflw__face_42599.pts,Menpo,train,57.0,220.0,263.0,14.0,68.0
aflw__face_42603,aflw__face_42603.jpg,aflw__face_42603.pts,Menpo,train,108.0,516.0,622.0,2.0,68.0
aflw__face_42604,aflw__face_42604.jpg,aflw__face_42604.pts,Menpo,train,108.0,551.0,622.0,37.0,68.0
aflw__face_42606,aflw__face_42606.jpg,aflw__face_42606.pts,Menpo,train,34.0,248.0,282.0,0.0,68.0
aflw__face_42607,aflw__face_42607.jpg,aflw__face_42607.pts,Menpo,train,57.0,263.0,263.0,57.0,68.0
aflw__face_42610,aflw__face_42610.jpg,aflw__face_42610.pts,Menpo,train,42.0,206.0,248.0,0.0,68.0
aflw__face_42611,aflw__face_42611.jpg,aflw__face_42611.pts,Menpo,train,33.0,133.0,132.0,34.0,68.0
aflw__face_42613,aflw__face_42613.jpg,aflw__face_42613.pts,Menpo,train,46.0,148.0,219.0,-24.0,68.0
aflw__face_42616,aflw__face_42616.jpg,aflw__face_42616.pts,Menpo,train,124.0,382.0,480.0,26.0,68.0
aflw__face_42617,aflw__face_42617.jpg,aflw__face_42617.pts,Menpo,train,40.0,143.0,159.0,24.0,68.0
aflw__face_42618,aflw__face_42618.jpg,aflw__face_42618.pts,Menpo,train,131.0,747.0,747.0,131.0,68.0
aflw__face_42619,aflw__face_42619.jpg,aflw__face_42619.pts,Menpo,train,41.0,339.0,338.0,42.0,68.0
aflw__face_42621,aflw__face_42621.jpg,aflw__face_42621.pts,Menpo,train,119.0,430.0,548.0,1.0,68.0
aflw__face_42623,aflw__face_42623.jpg,aflw__face_42623.pts,Menpo,train,71.0,249.0,277.0,43.0,68.0
aflw__face_42624,aflw__face_42624.jpg,aflw__face_42624.pts,Menpo,train,174.0,456.0,530.0,100.0,68.0
aflw__face_42626,aflw__face_42626.jpg,aflw__face_42626.pts,Menpo,train,15.0,93.0,98.0,10.0,68.0
aflw__face_42628,aflw__face_42628.jpg,aflw__face_42628.pts,Menpo,train,100.0,357.0,456.0,1.0,68.0
aflw__face_42629,aflw__face_42629.jpg,aflw__face_42629.pts,Menpo,train,-28.0,400.0,399.0,-28.0,68.0
aflw__face_42630,aflw__face_42630.jpg,aflw__face_42630.pts,Menpo,train,144.0,551.0,658.0,37.0,68.0
aflw__face_42631,aflw__face_42631.jpg,aflw__face_42631.pts,Menpo,train,57.0,234.0,263.0,28.0,68.0
aflw__face_42632,aflw__face_42632.jpg,aflw__face_42632.pts,Menpo,train,103.0,359.0,400.0,62.0,68.0
aflw__face_42633,aflw__face_42633.jpg,aflw__face_42633.pts,Menpo,train,451.0,1463.0,1729.0,186.0,68.0
aflw__face_42635,aflw__face_42635.jpg,aflw__face_42635.pts,Menpo,train,23.0,135.0,143.0,15.0,68.0
aflw__face_42636,aflw__face_42636.jpg,aflw__face_42636.pts,Menpo,train,88.0,662.0,704.0,46.0,68.0
aflw__face_42638,aflw__face_42638.jpg,aflw__face_42638.pts,Menpo,train,23.0,118.0,143.0,0.0,68.0
aflw__face_42640,aflw__face_42640.jpg,aflw__face_42640.pts,Menpo,train,90.0,519.0,518.0,90.0,68.0
aflw__face_42641,aflw__face_42641.jpg,aflw__face_42641.pts,Menpo,train,149.0,456.0,505.0,100.0,68.0
aflw__face_42642,aflw__face_42642.jpg,aflw__face_42642.pts,Menpo,train,108.0,587.0,622.0,73.0,68.0
aflw__face_42643,aflw__face_42643.jpg,aflw__face_42643.pts,Menpo,train,51.0,265.0,299.0,17.0,68.0
aflw__face_42644,aflw__face_42644.jpg,aflw__face_42644.pts,Menpo,train,100.0,407.0,456.0,51.0,68.0
aflw__face_42645,aflw__face_42645.jpg,aflw__face_42645.pts,Menpo,train,154.0,1219.0,1218.0,154.0,68.0
aflw__face_42646,aflw__face_42646.jpg,aflw__face_42646.pts,Menpo,train,185.0,1463.0,1463.0,186.0,68.0
aflw__face_42649,aflw__face_42649.jpg,aflw__face_42649.pts,Menpo,train,19.0,163.0,161.0,19.0,68.0
aflw__face_42651,aflw__face_42651.jpg,aflw__face_42651.pts,Menpo,train,60.0,370.0,489.0,-57.0,68.0
aflw__face_42653,aflw__face_42653.jpg,aflw__face_42653.pts,Menpo,train,51.0,299.0,299.0,51.0,68.0
aflw__face_42654,aflw__face_42654.jpg,aflw__face_42654.pts,Menpo,train,32.0,127.0,151.0,7.0,68.0
aflw__face_42657,aflw__face_42657.jpg,aflw__face_42657.pts,Menpo,train,51.0,265.0,299.0,17.0,68.0
aflw__face_42658,aflw__face_42658.jpg,aflw__face_42658.pts,Menpo,train,144.0,587.0,658.0,73.0,68.0
aflw__face_42663,aflw__face_42663.jpg,aflw__face_42663.pts,Menpo,train,40.0,143.0,159.0,24.0,68.0
aflw__face_42664,aflw__face_42664.jpg,aflw__face_42664.pts,Menpo,train,-82.0,576.0,533.0,-39.0,68.0
aflw__face_42665,aflw__face_42665.jpg,aflw__face_42665.pts,Menpo,train,26.0,119.0,125.0,20.0,68.0
aflw__face_42666,aflw__face_42666.jpg,aflw__face_42666.pts,Menpo,train,62.0,318.0,359.0,21.0,68.0
aflw__face_42667,aflw__face_42667.jpg,aflw__face_42667.pts,Menpo,train,22.0,195.0,195.0,23.0,68.0
aflw__face_42671,aflw__face_42671.jpg,aflw__face_42671.pts,Menpo,train,-47.0,897.0,691.0,158.0,68.0
aflw__face_42672,aflw__face_42672.jpg,aflw__face_42672.pts,Menpo,train,62.0,318.0,359.0,21.0,68.0
aflw__face_42673,aflw__face_42673.jpg,aflw__face_42673.pts,Menpo,train,363.0,1463.0,1640.0,186.0,68.0
aflw__face_42675,aflw__face_42675.jpg,aflw__face_42675.pts,Menpo,train,22.0,184.0,195.0,11.0,68.0
aflw__face_42676,aflw__face_42676.jpg,aflw__face_42676.pts,Menpo,train,21.0,256.0,317.0,-40.0,68.0
aflw__face_42679,aflw__face_42679.jpg,aflw__face_42679.pts,Menpo,train,15.0,110.0,135.0,-8.0,68.0
aflw__face_42682,aflw__face_42682.jpg,aflw__face_42682.pts,Menpo,train,34.0,172.0,207.0,0.0,68.0
aflw__face_42683,aflw__face_42683.jpg,aflw__face_42683.pts,Menpo,train,179.0,519.0,607.0,90.0,68.0
aflw__face_42684,aflw__face_42684.jpg,aflw__face_42684.pts,Menpo,train,34.0,248.0,282.0,0.0,68.0
aflw__face_42686,aflw__face_42686.jpg,aflw__face_42686.pts,Menpo,train,19.0,105.0,118.0,6.0,68.0
aflw__face_42687,aflw__face_42687.jpg,aflw__face_42687.pts,Menpo,train,100.0,407.0,456.0,51.0,68.0
aflw__face_42690,aflw__face_42690.jpg,aflw__face_42690.pts,Menpo,train,71.0,249.0,277.0,43.0,68.0
aflw__face_42698,aflw__face_42698.jpg,aflw__face_42698.pts,Menpo,train,50.0,357.0,406.0,1.0,68.0
aflw__face_42702,aflw__face_42702.jpg,aflw__face_42702.pts,Menpo,train,144.0,587.0,658.0,73.0,68.0
aflw__face_42703,aflw__face_42703.jpg,aflw__face_42703.pts,Menpo,train,39.0,163.0,181.0,19.0,68.0
aflw__face_42704,aflw__face_42704.jpg,aflw__face_42704.pts,Menpo,train,58.0,231.0,231.0,59.0,68.0
aflw__face_42707,aflw__face_42707.jpg,aflw__face_42707.pts,Menpo,train,39.0,163.0,181.0,19.0,68.0
aflw__face_42709,aflw__face_42709.jpg,aflw__face_42709.pts,Menpo,train,100.0,431.0,456.0,75.0,68.0
aflw__face_42710,aflw__face_42710.jpg,aflw__face_42710.pts,Menpo,train,75.0,357.0,431.0,1.0,68.0
aflw__face_42713,aflw__face_42713.jpg,aflw__face_42713.pts,Menpo,train,174.0,705.0,790.0,88.0,68.0
aflw__face_42714,aflw__face_42714.jpg,aflw__face_42714.pts,Menpo,train,41.0,318.0,338.0,21.0,68.0
aflw__face_42715,aflw__face_42715.jpg,aflw__face_42715.pts,Menpo,train,42.0,220.0,248.0,14.0,68.0
aflw__face_42716,aflw__face_42716.jpg,aflw__face_42716.pts,Menpo,train,-56.0,1016.0,830.0,128.0,68.0
aflw__face_42720,aflw__face_42720.jpg,aflw__face_42720.pts,Menpo,train,85.0,234.0,291.0,28.0,68.0
aflw__face_42721,aflw__face_42721.jpg,aflw__face_42721.pts,Menpo,train,312.0,949.0,1051.0,209.0,68.0
aflw__face_42722,aflw__face_42722.jpg,aflw__face_42722.pts,Menpo,train,-12.0,184.0,159.0,11.0,68.0
aflw__face_42723,aflw__face_42723.jpg,aflw__face_42723.pts,Menpo,train,376.0,1367.0,1440.0,302.0,68.0
aflw__face_42725,aflw__face_42725.jpg,aflw__face_42725.pts,Menpo,train,259.0,747.0,875.0,131.0,68.0
aflw__face_42728,aflw__face_42728.jpg,aflw__face_42728.pts,Menpo,train,42.0,234.0,248.0,28.0,68.0
aflw__face_42730,aflw__face_42730.jpg,aflw__face_42730.pts,Menpo,train,103.0,297.0,400.0,1.0,68.0
aflw__face_42734,aflw__face_42734.jpg,aflw__face_42734.pts,Menpo,train,8.0,77.0,76.0,9.0,68.0
aflw__face_42737,aflw__face_42737.jpg,aflw__face_42737.pts,Menpo,train,49.0,183.0,191.0,39.0,68.0
aflw__face_42742,aflw__face_42742.jpg,aflw__face_42742.pts,Menpo,train,26.0,112.0,125.0,13.0,68.0
aflw__face_42743,aflw__face_42743.jpg,aflw__face_42743.pts,Menpo,train,33.0,112.0,132.0,13.0,68.0
aflw__face_42744,aflw__face_42744.jpg,aflw__face_42744.pts,Menpo,train,40.0,143.0,159.0,24.0,68.0
aflw__face_42748,aflw__face_42748.jpg,aflw__face_42748.pts,Menpo,train,90.0,459.0,518.0,31.0,68.0
aflw__face_42751,aflw__face_42751.jpg,aflw__face_42751.pts,Menpo,train,216.0,705.0,833.0,88.0,68.0
aflw__face_42752,aflw__face_42752.jpg,aflw__face_42752.pts,Menpo,train,71.0,206.0,277.0,0.0,68.0
aflw__face_42755,aflw__face_42755.jpg,aflw__face_42755.pts,Menpo,train,119.0,400.0,548.0,-28.0,68.0
